# Kinmatech Trajectory
# Format: J1, J2, J3, J4, J5, J6, Phase, X(mm), Y(mm), Z(mm), RX(deg), RY(deg), RZ(deg), WeldOn, Current(%), Voltage(%), WeavePattern, WeaveLat(mm), WeaveVert(mm), Comment
# Total points: 5499  Weld ON: 5499  Weave: 5499  Patterns: Circle
# Phases: ACCEL: 746  CRUISE: 3910  DECEL: 841  STOP: 2

-41.683, 1.920, 3.440, 148.940, 64.303, -12.983, CRUISE, 882.10, -902.23, 1342.55, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.45, +1.47, Lin 0-1 t=0.741 +Circle
-41.689, 1.849, 3.297, 148.960, 64.348, -13.030, CRUISE, 882.82, -903.42, 1344.63, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.67, +0.58, Lin 0-1 t=0.742 +Circle
-41.651, 1.831, 3.246, 148.954, 64.393, -13.013, CRUISE, 883.53, -902.78, 1345.54, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.74, -0.53, Lin 0-1 t=0.743 +Circle
-41.581, 1.851, 3.293, 148.920, 64.414, -12.931, CRUISE, 884.24, -900.55, 1344.93, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.61, -1.44, Lin 0-1 t=0.744 +Circle
-41.508, 1.879, 3.375, 148.879, 64.406, -12.829, CRUISE, 884.96, -897.58, 1343.04, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.12, -1.80, Lin 0-1 t=0.745 +Circle
-41.435, 1.907, 3.457, 148.837, 64.383, -12.728, CRUISE, 885.67, -895.01, 1340.59, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.43, -1.48, Lin 0-1 t=0.746 +Circle
-41.383, 1.909, 3.534, 148.798, 64.360, -12.636, CRUISE, 886.38, -893.80, 1338.50, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.67, -0.59, Lin 0-1 t=0.747 +Circle
-41.374, 1.858, 3.519, 148.786, 64.337, -12.607, CRUISE, 887.09, -894.43, 1337.58, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.75, +0.52, Lin 0-1 t=0.748 +Circle
-41.399, 1.770, 3.405, 148.802, 64.337, -12.645, CRUISE, 887.81, -896.65, 1338.18, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.64, +1.43, Lin 0-1 t=0.749 +Circle
-41.426, 1.673, 3.256, 148.825, 64.367, -12.701, CRUISE, 888.52, -899.62, 1340.06, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.14, +1.80, Lin 0-1 t=0.750 +Circle
-41.454, 1.576, 3.106, 148.849, 64.413, -12.757, CRUISE, 889.23, -902.20, 1342.52, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.41, +1.48, Lin 0-1 t=0.751 +Circle
-41.460, 1.505, 2.962, 148.869, 64.458, -12.806, CRUISE, 889.95, -903.41, 1344.61, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.66, +0.60, Lin 0-1 t=0.752 +Circle
-41.424, 1.486, 2.909, 148.864, 64.504, -12.790, CRUISE, 890.66, -902.80, 1345.54, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.75, -0.51, Lin 0-1 t=0.753 +Circle
-41.354, 1.506, 2.955, 148.831, 64.525, -12.709, CRUISE, 891.38, -900.59, 1344.95, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.66, -1.43, Lin 0-1 t=0.754 +Circle
-41.281, 1.533, 3.036, 148.789, 64.518, -12.608, CRUISE, 892.09, -897.62, 1343.07, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.17, -1.80, Lin 0-1 t=0.755 +Circle
-41.208, 1.561, 3.118, 148.748, 64.494, -12.508, CRUISE, 892.80, -895.04, 1340.62, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.38, -1.49, Lin 0-1 t=0.756 +Circle
-41.155, 1.563, 3.196, 148.709, 64.471, -12.415, CRUISE, 893.51, -893.81, 1338.52, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.65, -0.61, Lin 0-1 t=0.757 +Circle
-41.171, 1.426, 3.069, 148.712, 64.448, -12.423, CRUISE, 894.94, -896.61, 1338.16, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.68, +1.42, Lin 0-1 t=0.759 +Circle
-41.199, 1.329, 2.919, 148.735, 64.478, -12.479, CRUISE, 895.65, -899.58, 1340.03, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.20, +1.80, Lin 0-1 t=0.760 +Circle
-41.227, 1.232, 2.769, 148.759, 64.523, -12.536, CRUISE, 896.37, -902.17, 1342.48, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.36, +1.49, Lin 0-1 t=0.761 +Circle
-41.234, 1.160, 2.623, 148.780, 64.569, -12.586, CRUISE, 897.08, -903.41, 1344.58, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.64, +0.61, Lin 0-1 t=0.762 +Circle
-41.198, 1.140, 2.569, 148.775, 64.615, -12.572, CRUISE, 897.79, -902.82, 1345.53, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.77, -0.50, Lin 0-1 t=0.763 +Circle
-41.129, 1.159, 2.613, 148.743, 64.636, -12.491, CRUISE, 898.51, -900.63, 1344.97, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.70, -1.42, Lin 0-1 t=0.764 +Circle
-41.056, 1.187, 2.695, 148.702, 64.629, -12.391, CRUISE, 899.22, -897.67, 1343.11, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.22, -1.80, Lin 0-1 t=0.765 +Circle
-40.983, 1.215, 2.776, 148.661, 64.606, -12.291, CRUISE, 899.93, -895.06, 1340.65, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.34, -1.50, Lin 0-1 t=0.766 +Circle
-40.930, 1.217, 2.855, 148.622, 64.582, -12.197, CRUISE, 900.65, -893.81, 1338.54, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.63, -0.62, Lin 0-1 t=0.767 +Circle
-40.945, 1.081, 2.730, 148.625, 64.560, -12.204, CRUISE, 902.07, -896.57, 1338.14, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.72, +1.41, Lin 0-1 t=0.769 +Circle
-40.973, 0.983, 2.580, 148.648, 64.589, -12.261, CRUISE, 902.79, -899.53, 1339.99, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.25, +1.80, Lin 0-1 t=0.770 +Circle
-41.002, 0.886, 2.430, 148.672, 64.635, -12.317, CRUISE, 903.50, -902.14, 1342.45, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.32, +1.50, Lin 0-1 t=0.771 +Circle
-41.010, 0.814, 2.282, 148.693, 64.681, -12.368, CRUISE, 904.21, -903.40, 1344.56, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.62, +0.63, Lin 0-1 t=0.772 +Circle
-40.975, 0.793, 2.226, 148.689, 64.726, -12.356, CRUISE, 904.93, -902.84, 1345.53, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.78, -0.48, Lin 0-1 t=0.773 +Circle
-40.905, 0.811, 2.269, 148.657, 64.748, -12.276, CRUISE, 905.64, -900.67, 1344.99, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.74, -1.41, Lin 0-1 t=0.774 +Circle
-40.832, 0.839, 2.350, 148.616, 64.741, -12.177, CRUISE, 906.35, -897.71, 1343.14, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.28, -1.80, Lin 0-1 t=0.775 +Circle
-40.759, 0.867, 2.431, 148.575, 64.718, -12.077, CRUISE, 907.07, -895.09, 1340.69, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.30, -1.50, Lin 0-1 t=0.776 +Circle
-40.706, 0.870, 2.510, 148.537, 64.694, -11.983, CRUISE, 907.78, -893.82, 1338.57, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.61, -0.64, Lin 0-1 t=0.777 +Circle
-40.721, 0.735, 2.388, 148.539, 64.671, -11.989, CRUISE, 909.21, -896.54, 1338.12, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.76, +1.40, Lin 0-1 t=0.779 +Circle
-40.750, 0.637, 2.237, 148.562, 64.701, -12.046, CRUISE, 909.92, -899.49, 1339.96, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.30, +1.80, Lin 0-1 t=0.781 +Circle
-40.778, 0.539, 2.087, 148.586, 64.747, -12.102, CRUISE, 910.63, -902.11, 1342.41, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.27, +1.51, Lin 0-1 t=0.782 +Circle
-40.787, 0.466, 1.938, 148.608, 64.793, -12.155, CRUISE, 911.35, -903.40, 1344.53, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.60, +0.64, Lin 0-1 t=0.783 +Circle
-40.753, 0.444, 1.880, 148.604, 64.838, -12.143, CRUISE, 912.06, -902.86, 1345.52, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.80, -0.46, Lin 0-1 t=0.784 +Circle
-40.684, 0.462, 1.921, 148.572, 64.861, -12.065, CRUISE, 912.77, -900.71, 1345.00, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.78, -1.40, Lin 0-1 t=0.785 +Circle
-40.611, 0.490, 2.002, 148.532, 64.854, -11.966, CRUISE, 913.49, -897.75, 1343.17, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.33, -1.80, Lin 0-1 t=0.786 +Circle
-40.538, 0.519, 2.083, 148.492, 64.830, -11.867, CRUISE, 914.20, -895.12, 1340.72, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.25, -1.51, Lin 0-1 t=0.787 +Circle
-40.484, 0.522, 2.163, 148.453, 64.807, -11.773, CRUISE, 914.91, -893.83, 1338.59, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.59, -0.65, Lin 0-1 t=0.788 +Circle
-40.499, 0.388, 2.043, 148.455, 64.784, -11.777, CRUISE, 916.34, -896.50, 1338.10, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.80, +1.39, Lin 0-1 t=0.790 +Circle
-40.528, 0.289, 1.892, 148.478, 64.814, -11.834, CRUISE, 917.05, -899.45, 1339.93, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.36, +1.80, Lin 0-1 t=0.791 +Circle
-40.558, 0.191, 1.741, 148.502, 64.860, -11.891, CRUISE, 917.77, -902.08, 1342.37, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.23, +1.52, Lin 0-1 t=0.792 +Circle
-40.567, 0.117, 1.592, 148.524, 64.906, -11.944, CRUISE, 918.48, -903.39, 1344.51, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.58, +0.66, Lin 0-1 t=0.793 +Circle
-40.534, 0.095, 1.532, 148.521, 64.952, -11.934, CRUISE, 919.19, -902.88, 1345.52, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.81, -0.45, Lin 0-1 t=0.794 +Circle
-40.465, 0.112, 1.572, 148.490, 64.975, -11.857, CRUISE, 919.91, -900.75, 1345.02, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.82, -1.39, Lin 0-1 t=0.795 +Circle
-40.392, 0.140, 1.652, 148.450, 64.968, -11.758, CRUISE, 920.62, -897.79, 1343.20, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.38, -1.80, Lin 0-1 t=0.796 +Circle
-40.318, 0.168, 1.733, 148.410, 64.945, -11.660, CRUISE, 921.33, -895.16, 1340.75, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.21, -1.52, Lin 0-1 t=0.797 +Circle
-40.264, 0.172, 1.813, 148.372, 64.921, -11.565, CRUISE, 922.05, -893.83, 1338.61, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.57, -0.67, Lin 0-1 t=0.798 +Circle
-40.279, 0.039, 1.695, 148.372, 64.898, -11.568, CRUISE, 923.47, -896.46, 1338.08, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.85, +1.38, Lin 0-1 t=0.800 +Circle
-40.309, -0.060, 1.544, 148.396, 64.928, -11.625, CRUISE, 924.18, -899.41, 1339.89, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.41, +1.80, Lin 0-1 t=0.801 +Circle
-40.338, -0.158, 1.394, 148.419, 64.974, -11.682, CRUISE, 924.90, -902.05, 1342.34, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.18, +1.53, Lin 0-1 t=0.802 +Circle
-40.349, -0.232, 1.243, 148.442, 65.020, -11.736, CRUISE, 925.61, -903.39, 1344.48, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.56, +0.67, Lin 0-1 t=0.803 +Circle
-40.316, -0.256, 1.181, 148.439, 65.066, -11.728, CRUISE, 926.33, -902.90, 1345.51, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.82, -0.43, Lin 0-1 t=0.804 +Circle
-40.248, -0.240, 1.220, 148.409, 65.089, -11.652, CRUISE, 927.04, -900.78, 1345.04, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.87, -1.38, Lin 0-1 t=0.805 +Circle
-40.174, -0.211, 1.301, 148.370, 65.082, -11.554, CRUISE, 927.75, -897.84, 1343.23, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.44, -1.80, Lin 0-1 t=0.806 +Circle
-40.101, -0.183, 1.382, 148.330, 65.059, -11.456, CRUISE, 928.46, -895.19, 1340.79, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.16, -1.53, Lin 0-1 t=0.807 +Circle
-40.047, -0.179, 1.463, 148.292, 65.036, -11.360, CRUISE, 929.18, -893.84, 1338.63, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.55, -0.68, Lin 0-1 t=0.808 +Circle
-40.061, -0.311, 1.346, 148.292, 65.012, -11.363, CRUISE, 930.60, -896.42, 1338.06, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.89, +1.37, Lin 0-1 t=0.810 +Circle
-40.091, -0.410, 1.195, 148.315, 65.042, -11.420, CRUISE, 931.32, -899.37, 1339.86, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.46, +1.79, Lin 0-1 t=0.811 +Circle
-40.121, -0.509, 1.043, 148.339, 65.088, -11.477, CRUISE, 932.03, -902.02, 1342.30, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.14, +1.53, Lin 0-1 t=0.812 +Circle
-40.132, -0.584, 0.892, 148.362, 65.134, -11.533, CRUISE, 932.74, -903.38, 1344.46, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.54, +0.69, Lin 0-1 t=0.813 +Circle
-40.101, -0.608, 0.829, 148.359, 65.180, -11.525, CRUISE, 933.46, -902.92, 1345.51, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.84, -0.42, Lin 0-1 t=0.814 +Circle
-40.033, -0.592, 0.866, 148.330, 65.204, -11.451, CRUISE, 934.17, -900.82, 1345.05, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.91, -1.37, Lin 0-1 t=0.815 +Circle
-39.959, -0.563, 0.947, 148.291, 65.197, -11.353, CRUISE, 934.88, -897.88, 1343.26, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.49, -1.79, Lin 0-1 t=0.816 +Circle
-39.885, -0.535, 1.028, 148.252, 65.174, -11.255, CRUISE, 935.60, -895.22, 1340.82, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.11, -1.54, Lin 0-1 t=0.817 +Circle
-39.831, -0.530, 1.109, 148.213, 65.151, -11.159, CRUISE, 936.31, -893.85, 1338.66, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.53, -0.70, Lin 0-1 t=0.818 +Circle
-39.845, -0.662, 0.994, 148.213, 65.127, -11.161, CRUISE, 937.74, -896.38, 1338.04, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.93, +1.36, Lin 0-1 t=0.821 +Circle
-39.876, -0.762, 0.843, 148.237, 65.157, -11.218, CRUISE, 938.45, -899.32, 1339.83, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.52, +1.79, Lin 0-1 t=0.822 +Circle
-39.906, -0.861, 0.691, 148.260, 65.203, -11.275, CRUISE, 939.16, -901.99, 1342.27, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.09, +1.54, Lin 0-1 t=0.823 +Circle
-39.918, -0.936, 0.539, 148.283, 65.250, -11.332, CRUISE, 939.88, -903.38, 1344.43, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.52, +0.70, Lin 0-1 t=0.824 +Circle
-39.887, -0.962, 0.474, 148.282, 65.296, -11.326, CRUISE, 940.59, -902.94, 1345.50, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.85, -0.40, Lin 0-1 t=0.825 +Circle
-39.819, -0.946, 0.509, 148.253, 65.320, -11.252, CRUISE, 941.30, -900.86, 1345.07, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.95, -1.36, Lin 0-1 t=0.826 +Circle
-39.745, -0.917, 0.590, 148.214, 65.314, -11.155, CRUISE, 942.02, -897.92, 1343.29, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.54, -1.79, Lin 0-1 t=0.827 +Circle
-39.672, -0.888, 0.671, 148.175, 65.290, -11.058, CRUISE, 942.73, -895.25, 1340.85, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.07, -1.55, Lin 0-1 t=0.828 +Circle
-39.617, -0.883, 0.752, 148.136, 65.267, -10.962, CRUISE, 943.44, -893.85, 1338.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.51, -0.71, Lin 0-1 t=0.829 +Circle
-39.630, -1.014, 0.639, 148.136, 65.243, -10.962, CRUISE, 944.87, -896.35, 1338.03, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.97, +1.35, Lin 0-1 t=0.831 +Circle
-39.662, -1.114, 0.487, 148.160, 65.273, -11.019, CRUISE, 945.58, -899.28, 1339.79, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.57, +1.79, Lin 0-1 t=0.832 +Circle
-39.693, -1.214, 0.335, 148.184, 65.319, -11.077, CRUISE, 946.30, -901.96, 1342.23, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.05, +1.55, Lin 0-1 t=0.833 +Circle
-39.706, -1.289, 0.183, 148.207, 65.366, -11.135, CRUISE, 947.01, -903.37, 1344.41, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.50, +0.72, Lin 0-1 t=0.834 +Circle
-39.676, -1.316, 0.116, 148.206, 65.412, -11.130, CRUISE, 947.72, -902.96, 1345.50, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.86, -0.39, Lin 0-1 t=0.835 +Circle
-39.608, -1.301, 0.150, 148.178, 65.436, -11.058, CRUISE, 948.44, -900.90, 1345.08, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.99, -1.35, Lin 0-1 t=0.836 +Circle
-39.534, -1.272, 0.230, 148.139, 65.430, -10.961, CRUISE, 949.15, -897.97, 1343.32, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.60, -1.79, Lin 0-1 t=0.837 +Circle
-39.460, -1.243, 0.311, 148.100, 65.407, -10.864, CRUISE, 949.86, -895.28, 1340.89, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -3.02, -1.55, Lin 0-1 t=0.838 +Circle
-39.405, -1.238, 0.392, 148.062, 65.384, -10.767, CRUISE, 950.58, -893.86, 1338.70, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.49, -0.73, Lin 0-1 t=0.839 +Circle
-39.418, -1.368, 0.281, 148.061, 65.360, -10.766, CRUISE, 952.00, -896.31, 1338.01, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -4.01, +1.34, Lin 0-1 t=0.841 +Circle
-39.450, -1.468, 0.129, 148.085, 65.389, -10.825, CRUISE, 952.72, -899.24, 1339.76, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.62, +1.79, Lin 0-1 t=0.842 +Circle
-39.482, -1.568, -0.024, 148.109, 65.436, -10.884, CRUISE, 953.43, -901.93, 1342.19, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +3.00, +1.56, Lin 0-1 t=0.843 +Circle
-39.495, -1.644, -0.176, 148.133, 65.483, -10.943, CRUISE, 954.14, -903.36, 1344.38, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.48, +0.73, Lin 0-1 t=0.844 +Circle
-39.465, -1.672, -0.245, 148.132, 65.530, -10.939, CRUISE, 954.86, -902.98, 1345.49, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.87, -0.37, Lin 0-1 t=0.845 +Circle
-39.398, -1.657, -0.213, 148.104, 65.554, -10.868, DECEL, 955.57, -900.94, 1345.10, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +4.03, -1.33, Lin 0-1 t=0.846 +Circle
-39.324, -1.628, -0.132, 148.066, 65.548, -10.771, DECEL, 956.28, -898.01, 1343.35, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.65, -1.79, Lin 0-1 t=0.847 +Circle
-39.250, -1.599, -0.052, 148.027, 65.525, -10.673, DECEL, 957.00, -895.31, 1340.92, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -2.98, -1.56, Lin 0-1 t=0.848 +Circle
-39.195, -1.593, 0.028, 147.988, 65.502, -10.576, DECEL, 957.71, -893.87, 1338.73, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.47, -0.74, Lin 0-1 t=0.849 +Circle
-39.208, -1.722, -0.080, 147.987, 65.478, -10.574, DECEL, 959.14, -896.27, 1337.99, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -4.05, +1.33, Lin 0-1 t=0.851 +Circle
-39.240, -1.822, -0.233, 148.011, 65.507, -10.634, DECEL, 959.85, -899.20, 1339.73, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.68, +1.79, Lin 0-1 t=0.852 +Circle
-39.272, -1.923, -0.386, 148.036, 65.554, -10.694, DECEL, 960.56, -901.90, 1342.16, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +2.95, +1.57, Lin 0-1 t=0.853 +Circle
-39.286, -2.000, -0.539, 148.060, 65.601, -10.754, DECEL, 961.28, -903.35, 1344.35, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.46, +0.75, Lin 0-1 t=0.854 +Circle
-39.257, -2.028, -0.609, 148.060, 65.648, -10.752, DECEL, 961.99, -903.00, 1345.48, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.88, -0.36, Lin 0-1 t=0.855 +Circle
-39.190, -2.014, -0.578, 148.033, 65.672, -10.682, DECEL, 962.70, -900.98, 1345.11, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +4.07, -1.32, Lin 0-1 t=0.856 +Circle
-39.116, -1.985, -0.498, 147.994, 65.667, -10.584, DECEL, 963.42, -898.05, 1343.38, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.70, -1.79, Lin 0-1 t=0.857 +Circle
-39.042, -1.956, -0.418, 147.955, 65.643, -10.486, DECEL, 964.13, -895.34, 1340.96, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -2.93, -1.57, Lin 0-1 t=0.858 +Circle
-38.987, -1.950, -0.338, 147.916, 65.620, -10.388, DECEL, 964.84, -893.88, 1338.75, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.45, -0.76, Lin 0-1 t=0.859 +Circle
-38.999, -2.077, -0.444, 147.915, 65.596, -10.384, DECEL, 966.27, -896.23, 1337.97, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -4.09, +1.32, Lin 0-1 t=0.862 +Circle
-39.031, -2.178, -0.598, 147.939, 65.626, -10.445, DECEL, 966.98, -899.15, 1339.69, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.73, +1.79, Lin 0-1 t=0.863 +Circle
-39.063, -2.279, -0.751, 147.964, 65.673, -10.506, DECEL, 967.69, -901.87, 1342.12, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +2.91, +1.57, Lin 0-1 t=0.864 +Circle
-39.077, -2.357, -0.905, 147.989, 65.720, -10.568, DECEL, 968.41, -903.35, 1344.33, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.43, +0.76, Lin 0-1 t=0.865 +Circle
-39.050, -2.386, -0.976, 147.989, 65.767, -10.567, DECEL, 969.12, -903.02, 1345.48, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.89, -0.34, Lin 0-1 t=0.866 +Circle
-38.983, -2.373, -0.947, 147.963, 65.792, -10.498, DECEL, 969.84, -901.01, 1345.13, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +4.11, -1.31, Lin 0-1 t=0.867 +Circle
-38.910, -2.343, -0.867, 147.924, 65.786, -10.400, DECEL, 970.55, -898.10, 1343.41, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +0.76, -1.79, Lin 0-1 t=0.868 +Circle
-38.836, -2.314, -0.787, 147.885, 65.763, -10.301, DECEL, 971.26, -895.38, 1340.99, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -2.88, -1.58, Lin 0-1 t=0.869 +Circle
-38.781, -2.308, -0.707, 147.846, 65.740, -10.203, DECEL, 971.97, -893.89, 1338.78, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -5.42, -0.77, Lin 0-1 t=0.870 +Circle
-38.792, -2.434, -0.811, 147.844, 65.716, -10.198, DECEL, 973.40, -896.20, 1337.96, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -4.13, +1.31, Lin 0-1 t=0.872 +Circle
-38.824, -2.536, -0.965, 147.869, 65.745, -10.260, DECEL, 974.11, -899.11, 1339.66, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, -0.78, +1.78, Lin 0-1 t=0.873 +Circle
-38.856, -2.637, -1.119, 147.894, 65.793, -10.322, DECEL, 974.83, -901.84, 1342.08, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +2.86, +1.58, Lin 0-1 t=0.874 +Circle
-38.871, -2.715, -1.273, 147.919, 65.840, -10.385, DECEL, 975.54, -903.34, 1344.30, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.41, +0.78, Lin 0-1 t=0.875 +Circle
-38.844, -2.745, -1.346, 147.920, 65.887, -10.385, DECEL, 976.25, -903.04, 1345.47, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +5.90, -0.32, Lin 0-1 t=0.876 +Circle
-38.778, -2.732, -1.319, 147.894, 65.912, -10.317, DECEL, 976.97, -901.05, 1345.14, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Circle, +4.14, -1.30, Lin 0-1 t=0.877 +Circle
