# Kinmatech Trajectory
# Format: J1, J2, J3, J4, J5, J6, Phase, X(mm), Y(mm), Z(mm), RX(deg), RY(deg), RZ(deg), WeldOn, Current(%), Voltage(%), WeavePattern, WeaveLat(mm), WeaveVert(mm), Comment
# Total points: 1586  Weld ON: 1586  Weave: 1586  Patterns: Sine
# Phases: ACCEL: 267  CRUISE: 1050  DECEL: 266  STOP: 3

-72.663, -13.413, -0.277, 170.530, 52.448, -47.480, CRUISE, 417.27, -1417.72, 1087.71, -155.66, 8.96, 160.91, 1, 50.0, 30.0, Sine, +0.26, +0.00, Lin 2-3 t=0.302 +Sine
-72.719, -13.291, -0.209, 170.375, 52.110, -47.442, CRUISE, 415.48, -1417.72, 1089.68, -155.27, 9.10, 160.97, 1, 50.0, 30.0, Sine, -1.53, +0.00, Lin 2-3 t=0.310 +Sine
-72.752, -13.180, -0.154, 170.208, 51.778, -47.376, CRUISE, 414.26, -1417.72, 1091.66, -154.88, 9.23, 161.03, 1, 50.0, 30.0, Sine, -2.75, +0.00, Lin 2-3 t=0.317 +Sine
-72.746, -13.089, -0.122, 170.019, 51.456, -47.261, CRUISE, 414.07, -1417.72, 1093.64, -154.49, 9.37, 161.10, 1, 50.0, 30.0, Sine, -2.94, +0.00, Lin 2-3 t=0.325 +Sine
-72.696, -13.019, -0.115, 169.806, 51.146, -47.092, CRUISE, 414.98, -1417.72, 1095.61, -154.09, 9.50, 161.16, 1, 50.0, 30.0, Sine, -2.03, +0.00, Lin 2-3 t=0.333 +Sine
-72.617, -12.964, -0.126, 169.574, 50.844, -46.884, CRUISE, 416.64, -1417.72, 1097.59, -153.70, 9.63, 161.23, 1, 50.0, 30.0, Sine, -0.37, +0.00, Lin 2-3 t=0.341 +Sine
-72.532, -12.912, -0.140, 169.336, 50.544, -46.667, CRUISE, 418.44, -1417.72, 1099.57, -153.30, 9.76, 161.29, 1, 50.0, 30.0, Sine, +1.43, +0.00, Lin 2-3 t=0.349 +Sine
-72.468, -12.851, -0.142, 169.106, 50.239, -46.473, CRUISE, 419.71, -1417.72, 1101.54, -152.91, 9.89, 161.36, 1, 50.0, 30.0, Sine, +2.70, +0.00, Lin 2-3 t=0.357 +Sine
-72.443, -12.771, -0.122, 168.895, 49.923, -46.325, CRUISE, 419.97, -1417.72, 1103.52, -152.51, 10.02, 161.43, 1, 50.0, 30.0, Sine, +2.96, +0.00, Lin 2-3 t=0.365 +Sine
-72.461, -12.670, -0.076, 168.708, 49.595, -46.228, CRUISE, 419.12, -1417.72, 1105.50, -152.12, 10.15, 161.50, 1, 50.0, 30.0, Sine, +2.11, +0.00, Lin 2-3 t=0.373 +Sine
-72.511, -12.555, -0.013, 168.537, 49.259, -46.168, CRUISE, 417.48, -1417.72, 1107.48, -151.72, 10.28, 161.57, 1, 50.0, 30.0, Sine, +0.47, +0.00, Lin 2-3 t=0.381 +Sine
-72.568, -12.437, 0.054, 168.371, 48.919, -46.116, CRUISE, 415.67, -1417.72, 1109.45, -151.33, 10.41, 161.64, 1, 50.0, 30.0, Sine, -1.34, +0.00, Lin 2-3 t=0.389 +Sine
-72.606, -12.328, 0.109, 168.191, 48.586, -46.038, CRUISE, 414.36, -1417.72, 1111.43, -150.93, 10.54, 161.71, 1, 50.0, 30.0, Sine, -2.65, +0.00, Lin 2-3 t=0.397 +Sine
-72.605, -12.239, 0.142, 167.986, 48.263, -45.910, CRUISE, 414.04, -1417.72, 1113.41, -150.54, 10.67, 161.78, 1, 50.0, 30.0, Sine, -2.97, +0.00, Lin 2-3 t=0.405 +Sine
-72.560, -12.172, 0.150, 167.752, 47.954, -45.724, CRUISE, 414.83, -1417.72, 1115.38, -150.14, 10.80, 161.86, 1, 50.0, 30.0, Sine, -2.18, +0.00, Lin 2-3 t=0.413 +Sine
-72.483, -12.120, 0.139, 167.494, 47.654, -45.495, CRUISE, 416.43, -1417.72, 1117.36, -149.74, 10.93, 161.93, 1, 50.0, 30.0, Sine, -0.58, +0.00, Lin 2-3 t=0.421 +Sine
-72.397, -12.074, 0.123, 167.227, 47.358, -45.252, CRUISE, 418.25, -1417.72, 1119.34, -149.34, 11.05, 162.01, 1, 50.0, 30.0, Sine, +1.24, +0.00, Lin 2-3 t=0.429 +Sine
-72.330, -12.019, 0.117, 166.968, 47.056, -45.028, CRUISE, 419.61, -1417.72, 1121.31, -148.95, 11.18, 162.09, 1, 50.0, 30.0, Sine, +2.60, +0.00, Lin 2-3 t=0.437 +Sine
-72.300, -11.946, 0.132, 166.731, 46.744, -44.851, CRUISE, 420.00, -1417.72, 1123.29, -148.55, 11.31, 162.16, 1, 50.0, 30.0, Sine, +2.99, +0.00, Lin 2-3 t=0.444 +Sine
-72.314, -11.852, 0.173, 166.521, 46.418, -44.727, CRUISE, 419.27, -1417.72, 1125.27, -148.15, 11.43, 162.24, 1, 50.0, 30.0, Sine, +2.26, +0.00, Lin 2-3 t=0.452 +Sine
-72.362, -11.743, 0.233, 166.333, 46.081, -44.645, CRUISE, 417.70, -1417.72, 1127.25, -147.75, 11.56, 162.32, 1, 50.0, 30.0, Sine, +0.69, +0.00, Lin 2-3 t=0.460 +Sine
-72.421, -11.628, 0.298, 166.150, 45.741, -44.574, CRUISE, 415.87, -1417.72, 1129.22, -147.35, 11.68, 162.40, 1, 50.0, 30.0, Sine, -1.14, +0.00, Lin 2-3 t=0.468 +Sine
-72.463, -11.523, 0.354, 165.954, 45.407, -44.481, CRUISE, 414.47, -1417.72, 1131.20, -146.95, 11.81, 162.48, 1, 50.0, 30.0, Sine, -2.54, +0.00, Lin 2-3 t=0.476 +Sine
-72.468, -11.436, 0.388, 165.730, 45.084, -44.336, CRUISE, 414.02, -1417.72, 1133.18, -146.55, 11.93, 162.56, 1, 50.0, 30.0, Sine, -2.99, +0.00, Lin 2-3 t=0.484 +Sine
-72.428, -11.371, 0.396, 165.472, 44.776, -44.130, CRUISE, 414.68, -1417.72, 1135.15, -146.15, 12.05, 162.65, 1, 50.0, 30.0, Sine, -2.33, +0.00, Lin 2-3 t=0.492 +Sine
-72.354, -11.323, 0.385, 165.184, 44.479, -43.875, CRUISE, 416.22, -1417.72, 1137.13, -145.75, 12.17, 162.73, 1, 50.0, 30.0, Sine, -0.79, +0.00, Lin 2-3 t=0.500 +Sine
-72.267, -11.282, 0.367, 164.883, 44.187, -43.601, CRUISE, 418.05, -1417.72, 1139.11, -145.35, 12.29, 162.82, 1, 50.0, 30.0, Sine, +1.04, +0.00, Lin 2-3 t=0.508 +Sine
-72.196, -11.234, 0.357, 164.590, 43.892, -43.343, CRUISE, 419.49, -1417.72, 1141.08, -144.95, 12.42, 162.90, 1, 50.0, 30.0, Sine, +2.48, +0.00, Lin 2-3 t=0.516 +Sine
-72.162, -11.168, 0.367, 164.320, 43.584, -43.131, CRUISE, 420.01, -1417.72, 1143.06, -144.55, 12.54, 162.99, 1, 50.0, 30.0, Sine, +3.00, +0.00, Lin 2-3 t=0.524 +Sine
-72.172, -11.082, 0.403, 164.082, 43.261, -42.976, CRUISE, 419.40, -1417.72, 1145.04, -144.15, 12.66, 163.08, 1, 50.0, 30.0, Sine, +2.39, +0.00, Lin 2-3 t=0.532 +Sine
-72.218, -10.978, 0.459, 163.870, 42.926, -42.866, CRUISE, 417.91, -1417.72, 1147.01, -143.74, 12.77, 163.17, 1, 50.0, 30.0, Sine, +0.90, +0.00, Lin 2-3 t=0.540 +Sine
-72.278, -10.868, 0.522, 163.666, 42.586, -42.772, CRUISE, 416.07, -1417.72, 1148.99, -143.34, 12.89, 163.26, 1, 50.0, 30.0, Sine, -0.94, +0.00, Lin 2-3 t=0.548 +Sine
-72.324, -10.766, 0.577, 163.450, 42.251, -42.657, CRUISE, 414.59, -1417.72, 1150.97, -142.94, 13.01, 163.35, 1, 50.0, 30.0, Sine, -2.42, +0.00, Lin 2-3 t=0.556 +Sine
-72.335, -10.681, 0.612, 163.203, 41.928, -42.491, CRUISE, 414.01, -1417.72, 1152.95, -142.53, 13.13, 163.44, 1, 50.0, 30.0, Sine, -3.00, +0.00, Lin 2-3 t=0.563 +Sine
-72.300, -10.619, 0.621, 162.915, 41.622, -42.260, CRUISE, 414.55, -1417.72, 1154.92, -142.13, 13.25, 163.53, 1, 50.0, 30.0, Sine, -2.46, +0.00, Lin 2-3 t=0.571 +Sine
-72.229, -10.574, 0.609, 162.592, 41.330, -41.974, CRUISE, 416.01, -1417.72, 1156.90, -141.72, 13.36, 163.62, 1, 50.0, 30.0, Sine, -1.00, +0.00, Lin 2-3 t=0.579 +Sine
-72.143, -10.538, 0.589, 162.252, 41.045, -41.663, CRUISE, 417.84, -1417.72, 1158.88, -141.32, 13.48, 163.72, 1, 50.0, 30.0, Sine, +0.83, +0.00, Lin 2-3 t=0.587 +Sine
-72.069, -10.497, 0.574, 161.917, 40.756, -41.365, CRUISE, 419.37, -1417.72, 1160.85, -140.91, 13.59, 163.81, 1, 50.0, 30.0, Sine, +2.36, +0.00, Lin 2-3 t=0.595 +Sine
-72.030, -10.439, 0.580, 161.608, 40.455, -41.112, CRUISE, 420.01, -1417.72, 1162.83, -140.51, 13.71, 163.91, 1, 50.0, 30.0, Sine, +3.00, +0.00, Lin 2-3 t=0.603 +Sine
-72.036, -10.360, 0.610, 161.334, 40.137, -40.917, CRUISE, 419.53, -1417.72, 1164.81, -140.10, 13.82, 164.00, 1, 50.0, 30.0, Sine, +2.52, +0.00, Lin 2-3 t=0.611 +Sine
-72.080, -10.262, 0.662, 161.091, 39.804, -40.773, CRUISE, 418.11, -1417.72, 1166.78, -139.70, 13.93, 164.10, 1, 50.0, 30.0, Sine, +1.10, +0.00, Lin 2-3 t=0.619 +Sine
-72.141, -10.157, 0.723, 160.860, 39.465, -40.649, CRUISE, 416.28, -1417.72, 1168.76, -139.29, 14.04, 164.20, 1, 50.0, 30.0, Sine, -0.73, +0.00, Lin 2-3 t=0.627 +Sine
-72.191, -10.058, 0.777, 160.617, 39.131, -40.507, CRUISE, 414.72, -1417.72, 1170.74, -138.88, 14.15, 164.30, 1, 50.0, 30.0, Sine, -2.29, +0.00, Lin 2-3 t=0.635 +Sine
-72.207, -9.976, 0.812, 160.340, 38.810, -40.313, CRUISE, 414.02, -1417.72, 1172.72, -138.47, 14.27, 164.40, 1, 50.0, 30.0, Sine, -2.99, +0.00, Lin 2-3 t=0.643 +Sine
-72.178, -9.916, 0.821, 160.017, 38.507, -40.050, CRUISE, 414.43, -1417.72, 1174.69, -138.07, 14.38, 164.50, 1, 50.0, 30.0, Sine, -2.58, +0.00, Lin 2-3 t=0.651 +Sine
-72.111, -9.876, 0.809, 159.653, 38.221, -39.727, CRUISE, 415.81, -1417.72, 1176.67, -137.66, 14.48, 164.60, 1, 50.0, 30.0, Sine, -1.20, +0.00, Lin 2-3 t=0.659 +Sine
-72.025, -9.845, 0.785, 159.266, 37.943, -39.372, CRUISE, 417.63, -1417.72, 1178.65, -137.25, 14.59, 164.70, 1, 50.0, 30.0, Sine, +0.62, +0.00, Lin 2-3 t=0.667 +Sine
-71.949, -9.810, 0.767, 158.881, 37.664, -39.026, CRUISE, 419.22, -1417.72, 1180.62, -136.84, 14.70, 164.81, 1, 50.0, 30.0, Sine, +2.21, +0.00, Lin 2-3 t=0.675 +Sine
-71.905, -9.760, 0.767, 158.523, 37.371, -38.723, CRUISE, 419.99, -1417.72, 1182.60, -136.43, 14.81, 164.91, 1, 50.0, 30.0, Sine, +2.98, +0.00, Lin 2-3 t=0.683 +Sine
-71.907, -9.688, 0.792, 158.205, 37.060, -38.480, CRUISE, 419.64, -1417.72, 1184.58, -136.02, 14.91, 165.02, 1, 50.0, 30.0, Sine, +2.63, +0.00, Lin 2-3 t=0.690 +Sine
-71.948, -9.598, 0.839, 157.921, 36.732, -38.292, CRUISE, 418.31, -1417.72, 1186.55, -135.61, 15.02, 165.12, 1, 50.0, 30.0, Sine, +1.30, +0.00, Lin 2-3 t=0.698 +Sine
-72.009, -9.498, 0.896, 157.654, 36.396, -38.129, CRUISE, 416.49, -1417.72, 1188.53, -135.20, 15.13, 165.23, 1, 50.0, 30.0, Sine, -0.52, +0.00, Lin 2-3 t=0.706 +Sine
-72.063, -9.402, 0.949, 157.377, 36.063, -37.951, CRUISE, 414.87, -1417.72, 1190.51, -134.79, 15.23, 165.34, 1, 50.0, 30.0, Sine, -2.14, +0.00, Lin 2-3 t=0.714 +Sine
-72.085, -9.323, 0.984, 157.062, 35.745, -37.721, CRUISE, 414.05, -1417.72, 1192.49, -134.38, 15.33, 165.45, 1, 50.0, 30.0, Sine, -2.96, +0.00, Lin 2-3 t=0.722 +Sine
-72.062, -9.266, 0.993, 156.696, 35.448, -37.418, CRUISE, 414.33, -1417.72, 1194.46, -133.96, 15.44, 165.55, 1, 50.0, 30.0, Sine, -2.68, +0.00, Lin 2-3 t=0.730 +Sine
-71.999, -9.229, 0.980, 156.282, 35.169, -37.049, CRUISE, 415.61, -1417.72, 1196.44, -133.55, 15.54, 165.66, 1, 50.0, 30.0, Sine, -1.40, +0.00, Lin 2-3 t=0.738 +Sine
-71.914, -9.203, 0.954, 155.838, 34.903, -36.641, CRUISE, 417.42, -1417.72, 1198.42, -133.14, 15.64, 165.78, 1, 50.0, 30.0, Sine, +0.41, +0.00, Lin 2-3 t=0.746 +Sine
-71.836, -9.175, 0.932, 155.393, 34.635, -36.236, CRUISE, 419.07, -1417.72, 1200.39, -132.73, 15.74, 165.89, 1, 50.0, 30.0, Sine, +2.06, +0.00, Lin 2-3 t=0.754 +Sine
-71.789, -9.133, 0.926, 154.975, 34.354, -35.872, CRUISE, 419.96, -1417.72, 1202.37, -132.31, 15.84, 166.00, 1, 50.0, 30.0, Sine, +2.95, +0.00, Lin 2-3 t=0.762 +Sine
-71.786, -9.069, 0.945, 154.600, 34.052, -35.571, CRUISE, 419.74, -1417.72, 1204.35, -131.90, 15.94, 166.11, 1, 50.0, 30.0, Sine, +2.73, +0.00, Lin 2-3 t=0.770 +Sine
-71.824, -8.985, 0.987, 154.265, 33.732, -35.327, CRUISE, 418.50, -1417.72, 1206.32, -131.48, 16.04, 166.23, 1, 50.0, 30.0, Sine, +1.49, +0.00, Lin 2-3 t=0.778 +Sine
-71.886, -8.891, 1.041, 153.950, 33.401, -35.113, CRUISE, 416.71, -1417.72, 1208.30, -131.07, 16.13, 166.34, 1, 50.0, 30.0, Sine, -0.30, +0.00, Lin 2-3 t=0.786 +Sine
-71.943, -8.800, 1.091, 153.627, 33.072, -34.888, CRUISE, 415.03, -1417.72, 1210.28, -130.65, 16.23, 166.46, 1, 50.0, 30.0, Sine, -1.98, +0.00, Lin 2-3 t=0.794 +Sine
-71.970, -8.723, 1.125, 153.264, 32.758, -34.611, CRUISE, 414.09, -1417.72, 1212.26, -130.24, 16.33, 166.57, 1, 50.0, 30.0, Sine, -2.92, +0.00, Lin 2-3 t=0.802 +Sine
-71.954, -8.669, 1.135, 152.844, 32.468, -34.258, CRUISE, 414.24, -1417.72, 1214.23, -129.82, 16.42, 166.69, 1, 50.0, 30.0, Sine, -2.77, +0.00, Lin 2-3 t=0.810 +Sine
-71.895, -8.636, 1.121, 152.368, 32.200, -33.831, CRUISE, 415.43, -1417.72, 1216.21, -129.41, 16.51, 166.81, 1, 50.0, 30.0, Sine, -1.58, +0.00, Lin 2-3 t=0.817 +Sine
-71.812, -8.615, 1.092, 151.855, 31.947, -33.358, CRUISE, 417.20, -1417.72, 1218.19, -128.99, 16.61, 166.93, 1, 50.0, 30.0, Sine, +0.19, +0.00, Lin 2-3 t=0.825 +Sine
-71.732, -8.594, 1.065, 151.338, 31.695, -32.882, CRUISE, 418.91, -1417.72, 1220.16, -128.57, 16.70, 167.05, 1, 50.0, 30.0, Sine, +1.90, +0.00, Lin 2-3 t=0.833 +Sine
-71.681, -8.559, 1.054, 150.847, 31.429, -32.445, CRUISE, 419.91, -1417.72, 1222.14, -128.15, 16.79, 167.17, 1, 50.0, 30.0, Sine, +2.90, +0.00, Lin 2-3 t=0.841 +Sine
-71.673, -8.503, 1.066, 150.400, 31.141, -32.069, DECEL, 419.82, -1417.72, 1224.12, -127.74, 16.88, 167.29, 1, 50.0, 30.0, Sine, +2.81, +0.00, Lin 2-3 t=0.849 +Sine
-71.709, -8.427, 1.102, 149.998, 30.832, -31.755, DECEL, 418.69, -1417.72, 1226.09, -127.32, 16.97, 167.41, 1, 50.0, 30.0, Sine, +1.68, +0.00, Lin 2-3 t=0.857 +Sine
-71.770, -8.339, 1.152, 149.620, 30.509, -31.476, DECEL, 416.92, -1417.72, 1228.07, -126.90, 17.06, 167.53, 1, 50.0, 30.0, Sine, -0.09, +0.00, Lin 2-3 t=0.865 +Sine
-71.831, -8.251, 1.201, 149.236, 30.187, -31.188, DECEL, 415.20, -1417.72, 1230.05, -126.48, 17.15, 167.66, 1, 50.0, 30.0, Sine, -1.81, +0.00, Lin 2-3 t=0.873 +Sine
-71.864, -8.178, 1.234, 148.810, 29.881, -30.849, DECEL, 414.14, -1417.72, 1232.03, -126.06, 17.24, 167.78, 1, 50.0, 30.0, Sine, -2.87, +0.00, Lin 2-3 t=0.881 +Sine
-71.853, -8.127, 1.242, 148.323, 29.601, -30.430, DECEL, 414.16, -1417.72, 1234.00, -125.64, 17.32, 167.91, 1, 50.0, 30.0, Sine, -2.85, +0.00, Lin 2-3 t=0.889 +Sine
-71.799, -8.097, 1.227, 147.771, 29.347, -29.932, DECEL, 415.25, -1417.72, 1235.98, -125.22, 17.41, 168.03, 1, 50.0, 30.0, Sine, -1.76, +0.00, Lin 2-3 t=0.897 +Sine
-71.719, -8.082, 1.196, 147.176, 29.112, -29.380, DECEL, 416.99, -1417.72, 1237.96, -124.80, 17.49, 168.16, 1, 50.0, 30.0, Sine, -0.02, +0.00, Lin 2-3 t=0.905 +Sine
-71.637, -8.067, 1.165, 146.571, 28.879, -28.819, DECEL, 418.74, -1417.72, 1239.93, -124.38, 17.58, 168.29, 1, 50.0, 30.0, Sine, +1.73, +0.00, Lin 2-3 t=0.913 +Sine
-71.582, -8.040, 1.147, 145.989, 28.634, -28.291, DECEL, 419.84, -1417.72, 1241.91, -123.96, 17.66, 168.41, 1, 50.0, 30.0, Sine, +2.83, +0.00, Lin 2-3 t=0.921 +Sine
-71.570, -7.993, 1.153, 145.453, 28.365, -27.825, DECEL, 419.89, -1417.72, 1243.89, -123.53, 17.74, 168.54, 1, 50.0, 30.0, Sine, +2.88, +0.00, Lin 2-3 t=0.929 +Sine
-71.603, -7.924, 1.183, 144.965, 28.071, -27.422, DECEL, 418.86, -1417.72, 1245.86, -123.11, 17.82, 168.67, 1, 50.0, 30.0, Sine, +1.85, +0.00, Lin 2-3 t=0.937 +Sine
-71.664, -7.842, 1.228, 144.505, 27.761, -27.056, DECEL, 417.14, -1417.72, 1247.84, -122.69, 17.90, 168.80, 1, 50.0, 30.0, Sine, +0.13, +0.00, Lin 2-3 t=0.944 +Sine
-71.727, -7.759, 1.273, 144.040, 27.450, -26.686, DECEL, 415.37, -1417.72, 1249.82, -122.27, 17.98, 168.93, 1, 50.0, 30.0, Sine, -1.64, +0.00, Lin 2-3 t=0.952 +Sine
-71.766, -7.689, 1.305, 143.533, 27.155, -26.265, DECEL, 414.22, -1417.72, 1251.80, -121.84, 18.06, 169.06, 1, 50.0, 30.0, Sine, -2.79, +0.00, Lin 2-3 t=0.960 +Sine
-71.762, -7.641, 1.313, 142.959, 26.890, -25.763, DECEL, 414.10, -1417.72, 1253.77, -121.42, 18.14, 169.19, 1, 50.0, 30.0, Sine, -2.91, +0.00, Lin 2-3 t=0.968 +Sine
-71.713, -7.615, 1.296, 142.316, 26.655, -25.176, DECEL, 415.08, -1417.72, 1255.75, -120.99, 18.21, 169.33, 1, 50.0, 30.0, Sine, -1.93, +0.00, Lin 2-3 t=0.976 +Sine
-71.635, -7.604, 1.262, 141.621, 26.443, -24.529, DECEL, 416.77, -1417.72, 1257.73, -120.57, 18.29, 169.46, 1, 50.0, 30.0, Sine, -0.24, +0.00, Lin 2-3 t=0.984 +Sine
-71.553, -7.596, 1.226, 140.911, 26.238, -23.865, DECEL, 418.56, -1417.72, 1259.70, -120.14, 18.36, 169.59, 1, 50.0, 30.0, Sine, +1.55, +0.00, Lin 2-3 t=0.992 +Sine
-71.644, -7.688, 1.079, 140.448, 25.935, -23.508, STOP, 417.01, -1420.47, 1261.68, -119.72, 18.44, 169.73, 1, 50.0, 30.0, Sine, +2.75, +0.00, Lin 3-4 t=0.000 +Sine
-72.362, -10.340, -5.141, 165.414, 48.629, -45.237, ACCEL, 415.01, -1420.65, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.93, +0.00, Lin 4-5 t=0.001 +Sine
-72.428, -10.246, -5.033, 165.461, 48.601, -45.317, ACCEL, 413.01, -1419.70, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.98, +0.00, Lin 4-5 t=0.003 +Sine
-72.486, -10.103, -4.868, 165.501, 48.566, -45.385, ACCEL, 411.01, -1418.00, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +0.28, +0.00, Lin 4-5 t=0.004 +Sine
-72.543, -9.952, -4.695, 165.539, 48.529, -45.451, ACCEL, 409.01, -1416.19, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.53, +0.00, Lin 4-5 t=0.005 +Sine
-72.608, -9.836, -4.562, 165.585, 48.497, -45.529, ACCEL, 407.01, -1414.97, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.75, +0.00, Lin 4-5 t=0.006 +Sine
-72.686, -9.785, -4.503, 165.642, 48.470, -45.626, ACCEL, 405.01, -1414.79, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.93, +0.00, Lin 4-5 t=0.008 +Sine
-72.777, -9.802, -4.523, 165.713, 48.450, -45.745, ACCEL, 403.01, -1415.74, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.98, +0.00, Lin 4-5 t=0.009 +Sine
-72.879, -9.868, -4.599, 165.792, 48.435, -45.879, ACCEL, 401.01, -1417.44, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -0.28, +0.00, Lin 4-5 t=0.010 +Sine
-72.981, -9.942, -4.683, 165.873, 48.420, -46.015, ACCEL, 399.01, -1419.25, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.53, +0.00, Lin 4-5 t=0.011 +Sine
-73.077, -9.981, -4.728, 165.947, 48.403, -46.140, ACCEL, 397.01, -1420.47, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.75, +0.00, Lin 4-5 t=0.013 +Sine
-73.160, -9.956, -4.700, 166.010, 48.379, -46.246, ACCEL, 395.01, -1420.65, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.93, +0.00, Lin 4-5 t=0.014 +Sine
-73.229, -9.863, -4.592, 166.060, 48.349, -46.331, ACCEL, 393.01, -1419.71, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.99, +0.00, Lin 4-5 t=0.015 +Sine
-73.289, -9.721, -4.430, 166.102, 48.315, -46.403, ACCEL, 391.01, -1418.00, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +0.28, +0.00, Lin 4-5 t=0.016 +Sine
-73.348, -9.572, -4.259, 166.143, 48.280, -46.472, ACCEL, 389.01, -1416.19, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.53, +0.00, Lin 4-5 t=0.018 +Sine
-73.414, -9.458, -4.129, 166.190, 48.248, -46.552, ACCEL, 387.01, -1414.97, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.75, +0.00, Lin 4-5 t=0.019 +Sine
-73.493, -9.408, -4.072, 166.249, 48.223, -46.652, ACCEL, 385.01, -1414.79, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.93, +0.00, Lin 4-5 t=0.020 +Sine
-73.585, -9.427, -4.094, 166.321, 48.204, -46.772, ACCEL, 383.01, -1415.73, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.99, +0.00, Lin 4-5 t=0.021 +Sine
-73.686, -9.495, -4.172, 166.401, 48.189, -46.906, ACCEL, 381.01, -1417.44, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -0.28, +0.00, Lin 4-5 t=0.023 +Sine
-73.788, -9.571, -4.258, 166.482, 48.176, -47.042, ACCEL, 379.01, -1419.25, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.53, +0.00, Lin 4-5 t=0.024 +Sine
-73.884, -9.612, -4.306, 166.557, 48.160, -47.169, ACCEL, 377.01, -1420.47, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.75, +0.00, Lin 4-5 t=0.025 +Sine
-73.967, -9.590, -4.280, 166.621, 48.137, -47.276, ACCEL, 375.01, -1420.65, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.93, +0.00, Lin 4-5 t=0.027 +Sine
-74.038, -9.497, -4.174, 166.673, 48.108, -47.364, ACCEL, 373.01, -1419.71, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.99, +0.00, Lin 4-5 t=0.028 +Sine
-74.099, -9.357, -4.015, 166.717, 48.075, -47.438, ACCEL, 371.01, -1418.01, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +0.29, +0.00, Lin 4-5 t=0.029 +Sine
-74.160, -9.210, -3.846, 166.760, 48.041, -47.511, ACCEL, 369.01, -1416.20, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.52, +0.00, Lin 4-5 t=0.030 +Sine
-74.227, -9.097, -3.718, 166.809, 48.011, -47.594, ACCEL, 367.01, -1414.97, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.75, +0.00, Lin 4-5 t=0.032 +Sine
-74.306, -9.049, -3.663, 166.870, 47.986, -47.695, ACCEL, 365.01, -1414.79, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -2.93, +0.00, Lin 4-5 t=0.033 +Sine
-74.399, -9.070, -3.688, 166.942, 47.968, -47.816, ACCEL, 363.01, -1415.73, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -1.99, +0.00, Lin 4-5 t=0.034 +Sine
-74.499, -9.140, -3.767, 167.023, 47.955, -47.951, ACCEL, 361.01, -1417.43, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, -0.29, +0.00, Lin 4-5 t=0.035 +Sine
-74.601, -9.218, -3.856, 167.105, 47.943, -48.087, ACCEL, 359.01, -1419.24, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.52, +0.00, Lin 4-5 t=0.037 +Sine
-74.697, -9.262, -3.906, 167.181, 47.927, -48.214, ACCEL, 357.01, -1420.47, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.75, +0.00, Lin 4-5 t=0.038 +Sine
-74.781, -9.241, -3.882, 167.246, 47.906, -48.323, ACCEL, 355.01, -1420.65, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +2.93, +0.00, Lin 4-5 t=0.039 +Sine
-74.853, -9.150, -3.779, 167.300, 47.878, -48.413, ACCEL, 353.01, -1419.71, 1261.68, -143.45, 12.86, 163.23, 1, 50.0, 30.0, Sine, +1.99, +0.00, Lin 4-5 t=0.040 +Sine
