# Kinmatech Trajectory
# Format: J1, J2, J3, J4, J5, J6, Phase, X(mm), Y(mm), Z(mm), RX(deg), RY(deg), RZ(deg), WeldOn, Current(%), Voltage(%), WeavePattern, WeaveLat(mm), WeaveVert(mm), Comment
# Total points: 200  Weld ON: 200  Weave: 167  Patterns: Circle
# Phases: ACCEL: 35  CRUISE: 146  DECEL: 17  STOP: 2

-157.026, -22.847, 125.154, -111.406, 86.234, -119.766, CRUISE, 413.84, -11.16, 855.01, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.31, -0.58, Curve u=0.757 +Circle
-156.564, -22.815, 125.161, -111.153, 86.608, -119.885, CRUISE, 413.00, -8.59, 854.84, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.74, -0.87, Curve u=0.765 +Circle
-156.068, -22.732, 125.222, -110.883, 87.008, -120.015, CRUISE, 412.75, -5.57, 855.02, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.34, -0.81, Curve u=0.772 +Circle
-155.599, -22.705, 125.279, -110.626, 87.369, -120.185, CRUISE, 412.27, -2.81, 855.65, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.86, -0.28, Curve u=0.779 +Circle
-155.170, -22.855, 125.247, -110.389, 87.669, -120.423, CRUISE, 410.33, -0.96, 856.50, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.51, +0.50, Curve u=0.787 +Circle
-154.715, -23.188, 125.084, -110.138, 87.974, -120.716, CRUISE, 406.48, 0.09, 856.98, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.02, +0.90, Curve u=0.794 +Circle
-154.153, -23.466, 124.892, -109.835, 88.393, -120.960, CRUISE, 402.31, 1.66, 856.54, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.68, +0.40, Curve u=0.801 +Circle
-153.454, -23.385, 124.874, -109.465, 88.986, -121.068, CRUISE, 400.73, 5.32, 855.57, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.20, -0.61, Curve u=0.809 +Circle
-152.700, -23.027, 125.074, -109.067, 89.644, -121.130, CRUISE, 401.94, 10.77, 855.41, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.44, -0.79, Curve u=0.816 +Circle
-151.918, -22.956, 125.190, -108.654, 90.257, -121.387, CRUISE, 401.12, 15.43, 856.54, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.79, +0.33, Curve u=0.824 +Circle
-151.015, -23.336, 125.000, -108.183, 90.925, -121.810, CRUISE, 395.52, 18.29, 857.04, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.08, +0.84, Curve u=0.831 +Circle
-150.042, -23.354, 124.905, -107.676, 91.737, -121.991, CRUISE, 391.91, 22.63, 855.75, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.65, -0.42, Curve u=0.838 +Circle
-149.147, -22.800, 125.212, -107.203, 92.537, -121.984, CRUISE, 394.01, 29.77, 855.46, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.02, -0.67, Curve u=0.846 +Circle
-148.073, -22.854, 125.274, -106.654, 93.375, -122.360, CRUISE, 391.10, 35.28, 856.87, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.31, +0.81, Curve u=0.853 +Circle
-146.791, -23.064, 125.086, -106.000, 94.413, -122.689, CRUISE, 384.75, 40.02, 855.92, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.99, -0.06, Curve u=0.860 +Circle
-145.815, -22.377, 125.447, -105.475, 95.298, -122.599, CRUISE, 387.07, 48.35, 855.20, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.98, -0.68, Curve u=0.868 +Circle
-144.496, -22.435, 125.509, -104.815, 96.346, -123.009, CRUISE, 382.94, 54.92, 856.65, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.17, +0.90, Curve u=0.875 +Circle
-143.096, -22.266, 125.495, -104.084, 97.539, -123.128, CRUISE, 378.51, 61.86, 854.91, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.90, -0.70, Curve u=0.882 +Circle
-142.024, -21.623, 125.944, -103.515, 98.465, -123.156, CRUISE, 380.45, 71.34, 855.79, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.76, +0.35, Curve u=0.890 +Circle
-140.285, -21.765, 125.817, -102.638, 99.891, -123.507, CRUISE, 372.37, 78.24, 855.19, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.99, -0.06, Curve u=0.897 +Circle
-139.261, -20.866, 126.354, -102.056, 100.812, -123.336, CRUISE, 375.50, 88.95, 854.93, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.98, -0.10, Curve u=0.904 +Circle
-137.384, -20.950, 126.301, -101.111, 102.351, -123.690, CRUISE, 367.10, 96.91, 854.92, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.97, +0.12, Curve u=0.912 +Circle
-136.347, -19.977, 126.888, -100.498, 103.278, -123.469, CRUISE, 370.15, 108.53, 854.53, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -3.00, -0.00, Curve u=0.919 +Circle
-134.384, -19.898, 126.902, -99.480, 104.908, -123.696, CRUISE, 361.71, 117.62, 853.99, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.87, -0.26, Curve u=0.926 +Circle
-133.272, -18.988, 127.528, -98.832, 105.870, -123.558, CRUISE, 363.81, 130.00, 854.55, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.19, +0.61, Curve u=0.934 +Circle
-131.518, -18.468, 127.745, -97.834, 107.359, -123.467, CRUISE, 358.28, 140.94, 852.72, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.58, -0.88, Curve u=0.941 +Circle
-129.875, -17.971, 128.161, -96.951, 108.723, -123.567, DECEL, 354.27, 152.92, 853.98, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.70, +0.74, Curve u=0.949 +Circle
-128.764, -16.865, 128.835, -96.215, 109.686, -123.224, DECEL, 355.90, 166.70, 852.86, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -3.00, +0.00, Curve u=0.956 +Circle
-126.861, -16.313, 129.131, -95.102, 111.274, -123.117, DECEL, 348.79, 179.05, 851.62, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.23, -0.82, Curve u=0.963 +Circle
-125.239, -15.635, 129.671, -94.168, 112.615, -123.086, DECEL, 344.64, 192.74, 852.55, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.35, +0.56, Curve u=0.971 +Circle
-124.161, -14.494, 130.466, -93.430, 113.521, -122.774, DECEL, 345.82, 208.11, 852.19, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.01, +0.67, Curve u=0.978 +Circle
-122.743, -13.470, 131.102, -92.465, 114.697, -122.415, DECEL, 343.12, 223.20, 850.50, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.45, -0.52, Curve u=0.985 +Circle
-120.987, -12.662, 131.649, -91.342, 116.134, -122.179, DECEL, 336.65, 238.15, 849.63, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.92, -0.86, Curve u=0.993 +Circle
-119.365, -11.771, 132.342, -90.303, 117.453, -121.978, DECEL, 331.39, 254.28, 849.77, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.95, -0.16, Curve u=1.000 +Circle
-119.763, -11.211, 132.446, -90.301, 117.133, -121.462, ACCEL, 335.84, 255.59, 845.04, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.64, -0.88, Lin 0-1 t=0.021 +Circle
-120.093, -10.718, 132.555, -90.302, 116.870, -121.030, ACCEL, 339.71, 256.99, 841.10, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.91, +0.22, Lin 0-1 t=0.043 +Circle
-119.687, -10.186, 132.681, -89.851, 117.195, -120.575, ACCEL, 338.51, 261.65, 836.94, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.83, +0.87, Lin 0-1 t=0.064 +Circle
-119.457, -9.730, 132.687, -89.478, 117.375, -120.067, ACCEL, 337.76, 264.03, 831.92, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.86, -0.28, Lin 0-1 t=0.085 +Circle
-119.952, -9.303, 132.685, -89.563, 116.981, -119.589, ACCEL, 342.03, 263.30, 827.18, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.01, -0.85, Lin 0-1 t=0.106 +Circle
-120.216, -8.804, 132.811, -89.539, 116.770, -119.172, ACCEL, 345.54, 265.05, 823.28, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.79, +0.33, Lin 0-1 t=0.128 +Circle
-119.783, -8.271, 132.940, -89.061, 117.104, -118.715, ACCEL, 344.07, 269.75, 819.05, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.19, +0.83, Lin 0-1 t=0.149 +Circle
-119.620, -7.820, 132.947, -88.729, 117.222, -118.213, CRUISE, 343.69, 271.79, 814.00, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.71, -0.38, Lin 0-1 t=0.170 +Circle
-120.131, -7.385, 132.964, -88.845, 116.818, -117.753, CRUISE, 348.21, 271.04, 809.33, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.37, -0.80, Lin 0-1 t=0.191 +Circle
-120.330, -6.880, 133.106, -88.791, 116.658, -117.351, CRUISE, 351.34, 273.14, 805.46, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.63, +0.44, Lin 0-1 t=0.213 +Circle
-119.880, -6.352, 133.236, -88.295, 116.991, -116.894, CRUISE, 349.64, 277.83, 801.15, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.53, +0.77, Lin 0-1 t=0.234 +Circle
-119.781, -5.903, 133.245, -88.005, 117.053, -116.399, CRUISE, 349.65, 279.52, 796.08, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.53, -0.49, Lin 0-1 t=0.255 +Circle
-120.301, -5.459, 133.281, -88.148, 116.647, -115.957, CRUISE, 354.38, 278.80, 791.49, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.70, -0.74, Lin 0-1 t=0.277 +Circle
-120.433, -4.951, 133.439, -88.061, 116.536, -115.569, CRUISE, 357.09, 281.25, 787.63, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.42, +0.53, Lin 0-1 t=0.298 +Circle
-119.977, -4.428, 133.569, -87.552, 116.861, -115.114, CRUISE, 355.22, 285.89, 783.25, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.85, +0.71, Lin 0-1 t=0.319 +Circle
-119.940, -3.980, 133.582, -87.307, 116.869, -114.626, CRUISE, 355.66, 287.23, 778.16, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.30, -0.58, Lin 0-1 t=0.340 +Circle
-120.461, -3.530, 133.638, -87.471, 116.468, -114.204, CRUISE, 360.53, 286.58, 773.65, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.00, -0.67, Lin 0-1 t=0.362 +Circle
-120.528, -3.020, 133.809, -87.349, 116.404, -113.829, CRUISE, 362.81, 289.37, 769.80, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.17, +0.62, Lin 0-1 t=0.383 +Circle
-120.073, -2.502, 133.937, -86.834, 116.715, -113.376, CRUISE, 360.82, 293.92, 765.34, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.14, +0.63, Lin 0-1 t=0.404 +Circle
-120.098, -2.056, 133.956, -86.637, 116.672, -112.899, CRUISE, 361.70, 294.93, 760.25, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.03, -0.66, Lin 0-1 t=0.426 +Circle
-120.612, -1.599, 134.031, -86.817, 116.282, -112.497, CRUISE, 366.67, 294.40, 755.82, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.27, -0.59, Lin 0-1 t=0.447 +Circle
-120.615, -1.089, 134.214, -86.658, 116.262, -112.134, CRUISE, 368.50, 297.51, 751.97, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.89, +0.70, Lin 0-1 t=0.468 +Circle
-120.169, -0.578, 134.342, -86.142, 116.553, -111.683, CRUISE, 366.45, 301.93, 747.43, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.39, +0.54, Lin 0-1 t=0.489 +Circle
-120.254, -0.132, 134.367, -85.996, 116.464, -111.219, CRUISE, 367.78, 302.61, 742.34, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.73, -0.73, Lin 0-1 t=0.511 +Circle
-120.752, 0.329, 134.462, -86.184, 116.092, -110.839, CRUISE, 372.77, 302.24, 737.99, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.50, -0.50, Lin 0-1 t=0.532 +Circle
-120.695, 0.837, 134.655, -85.987, 116.110, -110.486, CRUISE, 374.15, 305.66, 734.13, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.57, +0.77, Lin 0-1 t=0.553 +Circle
-120.265, 1.342, 134.781, -85.479, 116.378, -110.038, CRUISE, 372.10, 309.90, 729.51, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.60, +0.45, Lin 0-1 t=0.574 +Circle
-120.407, 1.787, 134.813, -85.383, 116.248, -109.589, CRUISE, 373.88, 310.29, 724.44, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.40, -0.80, Lin 0-1 t=0.596 +Circle
-120.883, 2.252, 134.929, -85.574, 115.897, -109.230, CRUISE, 378.85, 310.11, 720.16, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.70, -0.40, Lin 0-1 t=0.617 +Circle
-120.769, 2.757, 135.130, -85.340, 115.951, -108.886, CRUISE, 379.78, 313.82, 716.28, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -1.23, +0.82, Lin 0-1 t=0.638 +Circle
-120.363, 3.256, 135.253, -84.844, 116.190, -108.444, CRUISE, 377.78, 317.84, 711.58, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.77, +0.34, Lin 0-1 t=0.660 +Circle
-120.557, 3.700, 135.295, -84.799, 116.025, -108.011, CRUISE, 380.01, 317.96, 706.54, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +1.05, -0.84, Lin 0-1 t=0.681 +Circle
-121.005, 4.166, 135.430, -84.987, 115.700, -107.673, CRUISE, 384.90, 318.01, 702.34, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.84, -0.29, Lin 0-1 t=0.702 +Circle
-120.838, 4.668, 135.638, -84.716, 115.783, -107.338, CRUISE, 385.38, 321.97, 698.43, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.87, +0.86, Lin 0-1 t=0.723 +Circle
-120.461, 5.160, 135.759, -84.239, 115.992, -106.901, CRUISE, 383.50, 325.76, 693.66, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.90, +0.23, Lin 0-1 t=0.745 +Circle
-120.704, 5.603, 135.811, -84.243, 115.796, -106.486, CRUISE, 386.17, 325.63, 688.66, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.68, -0.88, Lin 0-1 t=0.766 +Circle
-121.114, 6.067, 135.964, -84.421, 115.503, -106.171, CRUISE, 390.91, 325.95, 684.53, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.94, -0.18, Lin 0-1 t=0.787 +Circle
-120.903, 6.567, 136.179, -84.116, 115.609, -105.842, CRUISE, 390.97, 330.13, 680.57, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.49, +0.89, Lin 0-1 t=0.809 +Circle
-120.564, 7.050, 136.297, -83.669, 115.784, -105.414, CRUISE, 389.25, 333.64, 675.73, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.97, +0.12, Lin 0-1 t=0.830 +Circle
-120.847, 7.495, 136.361, -83.716, 115.565, -105.015, CRUISE, 392.33, 333.31, 670.77, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.30, -0.90, Lin 0-1 t=0.851 +Circle
-121.218, 7.958, 136.531, -83.879, 115.303, -104.720, DECEL, 396.88, 333.91, 666.71, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.99, -0.06, Lin 0-1 t=0.872 +Circle
-120.964, 8.453, 136.750, -83.542, 115.429, -104.398, DECEL, 396.54, 338.28, 662.70, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.11, +0.90, Lin 0-1 t=0.894 +Circle
-120.665, 8.929, 136.867, -83.126, 115.571, -103.978, DECEL, 395.04, 341.49, 657.80, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +3.00, +0.00, Lin 0-1 t=0.915 +Circle
-120.986, 9.373, 136.943, -83.217, 115.332, -103.600, DECEL, 398.51, 340.99, 652.90, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -0.08, -0.90, Lin 0-1 t=0.936 +Circle
-121.313, 9.835, 137.130, -83.359, 115.103, -103.324, DECEL, 402.82, 341.91, 648.89, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, -2.99, +0.05, Lin 0-1 t=0.957 +Circle
-121.023, 10.324, 137.352, -82.994, 115.245, -103.008, DECEL, 402.10, 346.43, 644.83, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +0.28, +0.90, Lin 0-1 t=0.979 +Circle
-120.768, 10.794, 137.467, -82.614, 115.352, -102.597, STOP, 400.87, 349.31, 639.88, 72.49, -24.38, 45.38, 1, 50.0, 30.0, Circle, +2.98, -0.11, Lin 0-1 t=1.000 +Circle
